gene_id	gene_description	pathway	module	subheader	topic_ecosystem	note	reference
K01916	efg (nadE), ammonium-dependent NAD synthetase		Nitrogen Cycling	Addtion/Retention	ag
K01956	carA, subunit of carbamoyl phosphate synthetase	Carbamoyl phosphate syntheized from bicarbonate, ATP, and glutamine	Nitrogen Cycling	Addtion/Retention	ag
K01955	carB, subunit of carbamoyl phosphate synthetase	Carbamoyl phosphate syntheized from bicarbonate, ATP, and glutamine	Nitrogen Cycling	Addtion/Retention	ag
K03320	amtB, ammonia transporter	transmembrane transporter and extracellular NH4+ sensor; expressed in low NH4+	Nitrogen Cycling	Addtion/Retention	ag
K00370	nxrA, nitrite oxidoreductase, alpha subunit [EC:1.7.99.4] [RN:R00798]	nitrite => nitrate	Nitrogen Cycling	Aerobic Nitrate	ag
K00371	nxrB, nitrite oxidoreductase, beta subunit [EC:1.7.99.4] [RN:R00798]	nitrite => nitrate	Nitrogen Cycling	Aerobic Nitrate	ag
K00117	gcd, Quinoprotein glucose dehydrogenase	Gluconic acid producing, mineral P solubilization	Phosphorus	Inorganic P solubilization	ag
K06137	pqqC, Pyrroloquinoline quinone synthase C	Requiored redox factor for gdc	Phosphorus	Inorganic P solubilization	ag
K01507	ppa, Inorganic pyrophosphatase [EC:3.6.1.1]	P2O7 4- -> PO4 3-	Phosphorus	Inorganic P solubilization	ag
K01514	ppx, Exopolyphosphatase [EC:3.6.1.11]	Depolymerizes polyphosphate	Phosphorus	Inorganic P solubilization	ag
K01083	3-phytase [EC:3.1.3.8]	Cleaves phosphate from phytate	Phosphorus	Organic P mineralization	ag	Siles et al., ìDistribution of Phosphorus Cycling Genes across Land Uses and Microbial Taxonomic Groups Based on Metagenome and Genome Mining.î
K01093	appA, 4-phytase	Cleaves phosphate from phytate	Phosphorus	Organic P mineralization	ag	Siles et al., ìDistribution of Phosphorus Cycling Genes across Land Uses and Microbial Taxonomic Groups Based on Metagenome and Genome Mining.î
K06166	phnG, C-P lyase complex	phn operon, phosphonate utilization	Phosphorus	Organic P mineralization	ag	Siles et al., ìDistribution of Phosphorus Cycling Genes across Land Uses and Microbial Taxonomic Groups Based on Metagenome and Genome Mining.î
K06165	phnH, C-P lyase complex	phn operon, phosphonate utilization	Phosphorus	Organic P mineralization	ag	Siles et al., ìDistribution of Phosphorus Cycling Genes across Land Uses and Microbial Taxonomic Groups Based on Metagenome and Genome Mining.î
K06164	phnI, C-P lyase complex	phn operon, phosphonate utilization	Phosphorus	Organic P mineralization	ag	Siles et al., ìDistribution of Phosphorus Cycling Genes across Land Uses and Microbial Taxonomic Groups Based on Metagenome and Genome Mining.î
K06163	phnJ, C-P lyase complex	phn operon, phosphonate utilization	Phosphorus	Organic P mineralization	ag	Siles et al., ìDistribution of Phosphorus Cycling Genes across Land Uses and Microbial Taxonomic Groups Based on Metagenome and Genome Mining.î
K05781	phnK, C-P lyase complex	phn operon, phosphonate utilization	Phosphorus	Organic P mineralization	ag	Siles et al., ìDistribution of Phosphorus Cycling Genes across Land Uses and Microbial Taxonomic Groups Based on Metagenome and Genome Mining.î
K05780	phnL, C-P lyase complex	phn operon, phosphonate utilization	Phosphorus	Organic P mineralization	ag	Siles et al., ìDistribution of Phosphorus Cycling Genes across Land Uses and Microbial Taxonomic Groups Based on Metagenome and Genome Mining.î
K06162	phnM, C-P lyase complex	phn operon, phosphonate utilization	Phosphorus	Organic P mineralization	ag	Siles et al., ìDistribution of Phosphorus Cycling Genes across Land Uses and Microbial Taxonomic Groups Based on Metagenome and Genome Mining.î
K07093	phoX, Alkaline phosphatase	Extracellular organophosphorus to inorganic phosphorus	Phosphorus	Organic P mineralization	ag	Siles et al., ìDistribution of Phosphorus Cycling Genes across Land Uses and Microbial Taxonomic Groups Based on Metagenome and Genome Mining.î
K01077	phoA, alkaline phosphatase [EC:3.1.3.1]	phosphate monoester -> phosphate	Phosphorus	Organic P mineralization	ag	Siles et al., ìDistribution of Phosphorus Cycling Genes across Land Uses and Microbial Taxonomic Groups Based on Metagenome and Genome Mining.î
K09474	phoN, Acid phosphatase class A [EC:3.1.3.2]	phosphate monoester -> phosphate	Phosphorus	Organic P mineralization	ag	Siles et al., ìDistribution of Phosphorus Cycling Genes across Land Uses and Microbial Taxonomic Groups Based on Metagenome and Genome Mining.î
K01078	olpA, Acid phosphatase class C	Dephosphorylates several organic phosphate monoesters	Phosphorus	Organic P mineralization	ag	Siles et al., ìDistribution of Phosphorus Cycling Genes across Land Uses and Microbial Taxonomic Groups Based on Metagenome and Genome Mining.î
K03788	aphA, Acid phosphatase class B [EC:3.1.3.2]	Dephosphorylates several organic phosphate monoesters	Phosphorus	Organic P mineralization	ag
K15554	ssuB; aliphatic sulfonate transport system ATP-binding protein	Sulfur transport; sulfonate uptake	Sulfur Acquisition and Transformation	Organic Sulfur	ag
K15555	ssuC; aliphatic sulfonate transport system permease protein	Sulfur transport; sulfonate uptake	Sulfur Acquisition and Transformation	Organic Sulfur	ag
K15556	ssuA; aliphatic sulfonate transport system substrate-binding protein	Sulfur transport; sulfonate uptake	Sulfur Acquisition and Transformation	Organic Sulfur	ag
K15551	tauB; taurine transport system ATP-binding protein	Sulfur transport; taurine-derived sulfur uptake	Sulfur Acquisition and Transformation	Organic Sulfur	ag
K15552	tauC; taurine transport system permease protein	Sulfur transport; taurine-derived sulfur uptake	Sulfur Acquisition and Transformation	Organic Sulfur	ag
K15553	tauA; taurine transport system substrate-binding protein	Sulfur transport; taurine-derived sulfur uptake	Sulfur Acquisition and Transformation	Organic Sulfur	ag
K04091	ssuD; alkanesulfonate monooxygenase	Organosulfur mineralization; sulfonate desulfurization	Sulfur Acquisition and Transformation	Organic Sulfur	ag
K04092	ssuE; FMN reductase component of alkanesulfonate monooxygenase	Organosulfur mineralization; supports sulfonate desulfurization	Sulfur Acquisition and Transformation	Organic Sulfur	ag
K03119	tauD; taurine dioxygenase	Organosulfur mineralization; taurine/sulfonate sulfur acquisition	Sulfur Acquisition and Transformation	Organic Sulfur	ag
K01130	atsA; arylsulfatase	Organosulfur mineralization; sulfate ester hydrolysis	Sulfur Acquisition and Transformation	Organic Sulfur	ag
K00394	aprA; adenylylsulfate reductase subunit alpha	Dissimilatory sulfate reduction; inorganic sulfur respiration	Sulfur Acquisition and Transformation	Inorganic Sulfur	ag
K00395	aprB; adenylylsulfate reductase subunit beta	Dissimilatory sulfate reduction; inorganic sulfur respiration	Sulfur Acquisition and Transformation	Inorganic Sulfur	ag
HMM:dsrA	dsrA; dissimilatory sulfite reductase subunit alpha	Dissimilatory sulfite reduction; reduced sulfur production	Sulfur Acquisition and Transformation	Inorganic Sulfur	ag
HMM:dsrB	dsrB; dissimilatory sulfite reductase subunit beta	Dissimilatory sulfite reduction; reduced sulfur production	Sulfur Acquisition and Transformation	Inorganic Sulfur	ag
K17224	soxA; sulfur oxidation protein SoxA	Sulfur oxidation; reduced inorganic sulfur compound oxidation	Sulfur Acquisition and Transformation	Inorganic Sulfur	ag
K17226	soxX; sulfur oxidation protein SoxX	Sulfur oxidation; reduced inorganic sulfur compound oxidation	Sulfur Acquisition and Transformation	Inorganic Sulfur	ag
K17227	soxY; sulfur oxidation protein SoxY	Sulfur oxidation; reduced inorganic sulfur compound oxidation	Sulfur Acquisition and Transformation	Inorganic Sulfur	ag
K17218	soxB; sulfur oxidation protein SoxB	Sulfur oxidation; thiosulfate/reduced inorganic sulfur oxidation	Sulfur Acquisition and Transformation	Inorganic Sulfur	ag
K00957	sat; sulfate adenylyltransferase	Sulfate assimilation; sulfate activation to adenylyl sulfate	Sulfur Acquisition and Transformation	Inorganic Sulfur	ag
K00956	cysN; sulfate adenylyltransferase subunit 1	Sulfate assimilation; sulfate activation to adenylyl sulfate	Sulfur Acquisition and Transformation	Inorganic Sulfur	ag
K00955	cysD; sulfate adenylyltransferase subunit 2	Sulfate assimilation; sulfate activation to adenylyl sulfate	Sulfur Acquisition and Transformation	Inorganic Sulfur	ag
K00390	cysH; phosphoadenosine phosphosulfate reductase	Sulfate assimilation; reduction of activated sulfate	Sulfur Acquisition and Transformation	Inorganic Sulfur	ag
K00381	cysI; sulfite reductase NADPH flavoprotein alpha-component	Sulfate assimilation; sulfite reduction for biomass incorporation	Sulfur Acquisition and Transformation	Inorganic Sulfur	ag
K00380	cysJ; sulfite reductase NADPH flavoprotein beta-component	Sulfate assimilation; sulfite reduction for biomass incorporation	Sulfur Acquisition and Transformation	Inorganic Sulfur	ag
K02048	cysA; sulfate/thiosulfate transport system ATP-binding protein	Sulfur transport; sulfate/thiosulfate uptake	Sulfur Acquisition and Transformation	Inorganic Sulfur	ag
K02049	cysT; sulfate/thiosulfate transport system permease protein	Sulfur transport; sulfate/thiosulfate uptake	Sulfur Acquisition and Transformation	Inorganic Sulfur	ag
K02050	cysW; sulfate/thiosulfate transport system permease protein	Sulfur transport; sulfate/thiosulfate uptake	Sulfur Acquisition and Transformation	Inorganic Sulfur	ag
K02051	sbp/cysP; sulfate/thiosulfate transport system substrate-binding protein	Sulfur transport; sulfate/thiosulfate uptake	Sulfur Acquisition and Transformation	Inorganic Sulfur	ag
K00466	iaaM [EC:1.13.12.3]	Tryptophan → IAM → IAA	Rhizosphere Transformations	Auxin (IAA)	ag
K21801	iaaH [EC:3.5.1.4]	Tryptophan → IAM → IAA	Rhizosphere Transformations	Auxin (IAA)	ag
K01426	amiE [EC:3.5.1.4]	IAM → IAA	Rhizosphere Transformations	Auxin (IAA)	ag
K03397	iaaL [EC:6.3.2.20]	Conjugates IAA → IAA-Lys (inactivation)	Rhizosphere Transformations	Auxin (IAA)	ag
K10760	ipt [EC:2.5.1.112]	Isopentenyl-AMP → cytokinins	Rhizosphere Transformations	Cytokinins	ag
K00279	ckx [EC:1.5.99.12]	Cytokinin degradation	Rhizosphere Transformations	Cytokinins	ag
K01505	acdS [EC:3.5.99.7]	ACC → α-ketobutyrate + NH3	Rhizosphere Transformations	ACC Deaminase	ag
K01851	pchA [EC:5.4.4.2]	Chorismate → salicylic acid	Rhizosphere Transformations	Phenolics	ag
K04781	pchB [EC:4.2.99.21]	Chorismate → salicylic acid	Rhizosphere Transformations	Phenolics	ag
K00480	nahG [EC:1.14.13.1]	Salicylic acid → catechol	Rhizosphere Transformations	Phenolics	ag
K00108	betA; choline dehydrogenase (EC:1.1.99.1)	Glycine betaine biosynthesis from choline	Stressors	Methyl-related Compatible Solute Biosynthesis	ag
K00130	betB; betaine-aldehyde dehydrogenase (EC:1.2.1.8)	Glycine betaine biosynthesis from betaine-aldehyde	Stressors	Methyl-related Compatible Solute Biosynthesis	ag
K11440	betA; choline dehydrogenase (alternate)	Glycine betaine biosynthesis from choline	Stressors	Methyl-related Compatible Solute Biosynthesis	ag
K18896	gsmT; glycine/sarcosine N-methyltransferase	Glycine → sarcosine → dimethylglycine synthesis	Stressors	Methyl-related Compatible Solute Biosynthesis	ag
K18897	dmt; sarcosine/dimethylglycine N-methyltransferase	Dimethylglycine → betaine synthesis	Stressors	Methyl-related Compatible Solute Biosynthesis	ag
K00697	otsA (EC:2.4.1.15)	Trehalose biosynthesis	Stressors	Sugar Compatible Solutes (Trehalose)	ag
K01087	otsB (EC:3.1.3.12)	Trehalose biosynthesis	Stressors	Sugar Compatible Solutes (Trehalose)	ag
K01236	treZ (EC:3.2.1.141)	Trehalose biosynthesis	Stressors	Sugar Compatible Solutes (Trehalose)	ag
K06044	treY (EC:5.4.99.15)	Trehalose biosynthesis	Stressors	Sugar Compatible Solutes (Trehalose)	ag
K05342	treP (EC:2.4.1.64)	Trehalose metabolism	Stressors	Sugar Compatible Solutes (Trehalose)	ag
K05343	treS (EC:5.4.99.16)	Trehalose metabolism	Stressors	Sugar Compatible Solutes (Trehalose)	ag
K00009	mtlD (EC:1.1.1.17)	Mannitol biosynthesis	Stressors	Sugar Compatible Solutes (Mannitol)	ag
K05947	mpgS (EC:2.4.1.217)	Mannosyl-3-phosphoglycerate biosynthesis	Stressors	Sugar Compatible Solutes (Mannosyl glycerate)	ag
K03782	katG [EC:1.11.1.21]	Catalase–peroxidase	Stressors	Oxidative Stress Response	ag
K04564	sodA [EC:1.15.1.1]	Superoxide dismutase (Mn-dependent)	Stressors	Oxidative Stress Response	ag
K04565	sodB [EC:1.15.1.1]	Superoxide dismutase (Fe-dependent)	Stressors	Oxidative Stress Response	ag
K01920	gshA [EC:6.3.2.2]	Glutamate–cysteine ligase (first step in glutathione biosynthesis)	Stressors	Oxidative Stress Response	ag
K01921	gshB [EC:6.3.2.3]	Glutathione synthase (second step in glutathione biosynthesis)	Stressors	Oxidative Stress Response	ag
K05910	npr [EC:1.11.1.1]	NADH peroxidase (reduces hydrogen peroxide via NADH)	Stressors	Oxidative Stress Response	ag
K00147	proA [EC:1.2.1.41]	γ-Glutamyl phosphate reductase (proline biosynthesis)	Stressors	Non-Sugar Compatible Solutes	ag
K00931	proB [EC:2.7.2.11]	Glutamate 5-kinase (proline biosynthesis)	Stressors	Non-Sugar Compatible Solutes	ag
K00286	proC [EC:1.5.1.2]	Pyrroline-5-carboxylate reductase (proline biosynthesis)	Stressors	Non-Sugar Compatible Solutes	ag
K00006	gpd1 [EC:1.1.1.8]	Glycerol-3-phosphate dehydrogenase (NAD⁺-dependent)	Stressors	Non-Sugar Compatible Solutes	ag
K00111	gpd2 [EC:1.1.5.3]	Glycerol-3-phosphate dehydrogenase (quinone-dependent)	Stressors	Non-Sugar Compatible Solutes	ag
K16566	exoY	Exopolysaccharide production protein ExoY (succinoglycan)	Stressors	Exopolysaccharide Production	ag
K16557	exoA	Succinoglycan biosynthesis glycosyltransferase	Stressors	Exopolysaccharide Production	ag
K16556	exoM	Succinoglycan biosynthesis mannosyltransferase	Stressors	Exopolysaccharide Production	ag
K16555	exoO	Succinoglycan biosynthesis protein	Stressors	Exopolysaccharide Production	ag
K19290	alg8	Mannuronan synthase (alginate biosynthesis)	Stressors	Exopolysaccharide Production	ag
K19291	alg44	Mannuronan polymer co-polymerase (alginate biosynthesis)	Stressors	Exopolysaccharide Production	ag
K19293	algX	Alginate biosynthesis protein	Stressors	Exopolysaccharide Production	ag
K19295	algJ	Alginate O-acetyltransferase complex protein	Stressors	Exopolysaccharide Production	ag
K20997	pslA	Psl polysaccharide biosynthesis protein	Stressors	Exopolysaccharide Production	ag
K21001	pslH	Psl polysaccharide biosynthesis protein	Stressors	Exopolysaccharide Production	ag
K21154	pssM	Exopolysaccharide glucosyl ketal-pyruvate-transferase	Stressors	Exopolysaccharide Production	ag
K25902	pssA	Acidic exopolysaccharide biosynthesis protein	Stressors	Exopolysaccharide Production	ag
K25904	pssE	Exopolysaccharide biosynthesis glucuronosyltransferase	Stressors	Exopolysaccharide Production	ag
K25906	pssS	Exopolysaccharide biosynthesis glucosyltransferase	Stressors	Exopolysaccharide Production	ag
K19290	alg8	Mannuronan synthase (alginate biosynthesis)	Stressors	Biofilm Formation	ag
K19291	alg44	Mannuronan co-polymerase (alginate biosynthesis)	Stressors	Biofilm Formation	ag
K19293	algX	Alginate biosynthesis protein AlgX	Stressors	Biofilm Formation	ag
K19294	algI	Alginate O-acetyltransferase complex protein AlgI	Stressors	Biofilm Formation	ag
K19295	algJ	Alginate O-acetyltransferase complex protein AlgJ	Stressors	Biofilm Formation	ag
K19296	algF	Alginate O-acetyltransferase complex protein AlgF	Stressors	Biofilm Formation	ag
K11936	pgaC / icaA	Poly-β-1,6-N-acetyl-D-glucosamine synthase (PGA/ICA matrix)	Stressors	Biofilm Formation	ag
K11937	pgaD	Biofilm PGA synthesis protein	Stressors	Biofilm Formation	ag
K21001	pslH	Psl polysaccharide biosynthesis protein	Stressors	Biofilm Formation	ag
K20997	pslA	Psl polysaccharide biosynthesis protein	Stressors	Biofilm Formation	ag
K25205	pslC	Psl polysaccharide biosynthesis protein	Stressors	Biofilm Formation	ag
K21461	icaD	Poly-β-1,6-N-acetyl-D-glucosamine synthesis protein	Stressors	Biofilm Formation	ag
K01534	zntA; cadmium/zinc/copper-transporting P-type ATPase	Cadmium/zinc efflux and heavy metal detoxification	Stressors	Heavy Metal Detox and Transformation	ag
K15726	czcA; cobalt-zinc-cadmium resistance protein CzcA	Cadmium/zinc/cobalt efflux and heavy metal detoxification	Stressors	Heavy Metal Detox and Transformation	ag
K15727	czcB; cobalt-zinc-cadmium resistance protein CzcB	Cadmium/zinc/cobalt efflux and heavy metal detoxification	Stressors	Heavy Metal Detox and Transformation	ag
K15725	czcC; cobalt-zinc-cadmium resistance protein CzcC	Cadmium/zinc/cobalt efflux and heavy metal detoxification	Stressors	Heavy Metal Detox and Transformation	ag
K21903	cadC/smtB; cadmium-responsive transcriptional regulator	Cadmium-responsive regulation of heavy metal detoxification	Stressors	Heavy Metal Detox and Transformation	ag
K17686	copA; copper-exporting P-type ATPase	Copper export and detoxification	Stressors	Heavy Metal Detox and Transformation	ag
K07213	cueO; multicopper oxidase	Copper oxidation and periplasmic copper detoxification	Stressors	Heavy Metal Detox and Transformation	ag
K07787	cusA; copper/silver efflux system membrane protein	Copper/silver efflux and detoxification	Stressors	Heavy Metal Detox and Transformation	ag
K07798	cusB; copper/silver efflux system membrane fusion protein	Copper/silver efflux and detoxification	Stressors	Heavy Metal Detox and Transformation	ag
K07796	cusC; copper/silver efflux system outer membrane protein	Copper/silver efflux and detoxification	Stressors	Heavy Metal Detox and Transformation	ag
K07810	cusF; copper/silver efflux system periplasmic copper-binding protein	Periplasmic copper binding and detoxification	Stressors	Heavy Metal Detox and Transformation	ag
K01533	copB; copper-transporting P-type ATPase	Copper export and detoxification	Stressors	Heavy Metal Detox and Transformation	ag
K03325	arsC; arsenate reductase	Arsenate reduction for arsenic detoxification	Stressors	Heavy Metal Detox and Transformation	ag
K03892	arsB; arsenical pump membrane protein	Arsenite export and arsenic detoxification	Stressors	Heavy Metal Detox and Transformation	ag
K00537	arsM; arsenite methyltransferase	Arsenic methylation and transformation	Stressors	Heavy Metal Detox and Transformation	ag
K08355	arrA; respiratory arsenate reductase subunit A	Respiratory arsenate reduction and arsenic redox metabolism	Stressors	Heavy Metal Detox and Transformation	ag
K08356	arrB; respiratory arsenate reductase subunit B	Respiratory arsenate reduction and arsenic redox metabolism	Stressors	Heavy Metal Detox and Transformation	ag
K03893	aioA; arsenite oxidase large subunit	Arsenite oxidation and arsenic redox metabolism	Stressors	Heavy Metal Detox and Transformation	ag
K02076	znuA; zinc transport system substrate-binding protein	Zinc uptake and homeostasis	Stressors	Heavy Metal Detox and Transformation	ag
K02077	znuB; zinc transport system permease protein	Zinc uptake and homeostasis	Stressors	Heavy Metal Detox and Transformation	ag
K02078	znuC; zinc transport system ATP-binding protein	Zinc uptake and homeostasis	Stressors	Heavy Metal Detox and Transformation	ag
K03765	zur; zinc uptake regulation protein	Zinc homeostasis regulation	Stressors	Heavy Metal Detox and Transformation	ag
EC:1.5.3.23	gox, glyphosate oxidoreductase	Glyphosate degradation	Potential pesticide degradation	Glyphosate	ag	https://doi.org/10.3390/agronomy15051247
K00301	sarcosine oxidase [EC:1.5.3.1]	Sarcosine degradation, follows C-P lyase	Potential pesticide degradation	Glyphosate	ag	https://doi.org/10.3390/ijerph17207519 , https://doi.org/10.1007/s12010-019-03161-4
K06166	phnG, C-P lyase complex	C-P lyase complex	Potential pesticide degradation	Glyphosate	ag
K06165	phnH, C-P lyase complex	C-P lyase complex	Potential pesticide degradation	Glyphosate	ag
K06164	phnI, C-P lyase complex	C-P lyase complex	Potential pesticide degradation	Glyphosate	ag
K06163	phnJ, C-P lyase complex	C-P lyase complex	Potential pesticide degradation	Glyphosate	ag
K05781	phnK, C-P lyase complex	C-P lyase complex	Potential pesticide degradation	Glyphosate	ag
K05780	phnL, C-P lyase complex	C-P lyase complex	Potential pesticide degradation	Glyphosate	ag
K06162	phnM, C-P lyase complex	C-P lyase complex	Potential pesticide degradation	Glyphosate	ag	https://doi.org/10.1128/AEM.01298-09
K20992	pytH, pyrethroid hydrolase [EC:3.1.1.88]	Pyrethroid degradation	Potential pesticide degradation	Pyrethroids	ag
K20993	estP, pyrethroid hydrolase [EC:3.1.1.88]	Pyrethroid degradation	Potential pesticide degradation	Pyrethroids	ag
K05394	atzA, atrazine chlorohydrolase [EC:3.8.1.8]	Atrazine degradation	Potential pesticide degradation	Atrazine	ag
K03382	atzB, hydroxydechloroatrazine ethylaminohydrolase [EC:3.5.4.43]	Atrazine degradation	Potential pesticide degradation	Atrazine	ag
K08710	atzC, N-isopropylammelide isopropylaminohydrolase [EC:3.5.4.42]	Atrazine degradation	Potential pesticide degradation	Atrazine	ag
K03383	atzD, cyanuric acid amidohydrolase [EC:3.5.2.15]	Atrazine degradation	Potential pesticide degradation	Atrazine	ag
K19837	atzE, 1-carboxybiuret hydrolase [EC:3.5.1.131]	Atrazine degradation	Potential pesticide degradation	Atrazine	ag
K01457	atzF, allophanate hydrolase [EC:3.5.1.54]	Atrazine degradation	Potential pesticide degradation	Atrazine	ag
EC:3.1.8.1	organophosphate hydrolase, [EC:3.1.8.1]	Organophosphate degradation	Potential pesticide degradation	Organophosphates	ag
EC:3.8.2.2	organophosphorus acid anhydrolase	Organophosphate degradation	Potential pesticide degradation	Organophosphates	ag
K05909	mco [EC:1.10.3.2]	Multicopper oxidase (laccase; oxidizes phenolics, triazines, and aromatics)	Carbon Processing	Lignin/Aromatic Oxidation	ag
K00421	lcc [EC:1.10.3.2]	Laccase (multicopper oxidase; lignin and aromatic oxidation)	Carbon Processing	Lignin/Aromatic Oxidation	ag
K00431	lip [EC:1.11.1.14]	Lignin peroxidase (oxidizes lignin and aromatic compounds via H₂O₂)	Carbon Processing	Lignin/Aromatic Oxidation	ag
K00163	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	pyruvate → acetyl-CoA v1	Carbon Processing	SCFA and alcohol conversions	ag
K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3, 1.2.7.11]	pyruvate → acetyl-CoA v2	Carbon Processing	SCFA and alcohol conversions	ag
K00656	formate C-acetyltransferase [EC:2.3.1.54]	pyruvate → acetyl-CoA + formate v3	Carbon Processing	SCFA and alcohol conversions	ag
K00625	phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230]	acetate, pt 1	Carbon Processing	SCFA and alcohol conversions	ag
K00925	acetate kinase [EC:2.7.2.1] [RN:R00315]	acetate, pt 1	Carbon Processing	SCFA and alcohol conversions	ag
K01905	acetate-CoA ligase (ADP-forming) subunit alpha	acetate, pt 2	Carbon Processing	SCFA and alcohol conversions	ag
K01067	acetyl-CoA hydrolase [EC:3.1.2.1]	acetate, pt 3	Carbon Processing	SCFA and alcohol conversions	ag
K00016	L-lactate dehydrogenase [EC:1.1.1.27]	lactate (L)	Carbon Processing	SCFA and alcohol conversions	ag
K00101	L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	lactate (L)	Carbon Processing	SCFA and alcohol conversions	ag
K03778	D-lactate dehydrogenase [EC:1.1.1.28]	lactate (D)	Carbon Processing	SCFA and alcohol conversions	ag
K03777	D-lactate dehydrogenase (quinone/cytochrome variants) [EC:1.1.5.12, EC:1.1.2.4]	lactate (D)	Carbon Processing	SCFA and alcohol conversions	ag
K00634	phosphate butyryltransferase [EC:2.3.1.19]	butyrate, pt 1	Carbon Processing	SCFA and alcohol conversions	ag
K00929	butyrate kinase [EC:2.7.2.7]	butyrate, pt 2	Carbon Processing	SCFA and alcohol conversions	ag
K01896	medium-chain acyl-CoA synthetase [EC:6.2.1.2]	butyrate, pt 2	Carbon Processing	SCFA and alcohol conversions	ag
K19697	propionate kinase [EC:2.7.2.15]	propionate, pt 1	Carbon Processing	SCFA and alcohol conversions	ag
K01026	propionate CoA-transferase [EC:2.8.3.1]	propionate, pt 2	Carbon Processing	SCFA and alcohol conversions	ag
K00001	alcohol dehydrogenase [EC:1.1.1.1]	alcohol production	Carbon Processing	SCFA and alcohol conversions	ag
K00121	alcohol dehydrogenase [EC:1.1.1.1]	alcohol production	Carbon Processing	SCFA and alcohol conversions	ag
K04072	alcohol dehydrogenase [EC:1.1.1.1]	alcohol production	Carbon Processing	SCFA and alcohol conversions	ag
K13951	alcohol dehydrogenase [EC:1.1.1.1]	alcohol production	Carbon Processing	SCFA and alcohol conversions	ag
K13952	alcohol dehydrogenase [EC:1.1.1.1]	alcohol production	Carbon Processing	SCFA and alcohol conversions	ag
K13953	alcohol dehydrogenase [EC:1.1.1.1]	alcohol production	Carbon Processing	SCFA and alcohol conversions	ag
K13954	alcohol dehydrogenase [EC:1.1.1.1]	alcohol production	Carbon Processing	SCFA and alcohol conversions	ag
K13980	alcohol dehydrogenase [EC:1.1.1.1]	alcohol production	Carbon Processing	SCFA and alcohol conversions	ag
K18857	alcohol dehydrogenase [EC:1.1.1.1]	alcohol production	Carbon Processing	SCFA and alcohol conversions	ag
K00192	cdhA; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] [RN:R07157]	Acetyl-CoA pathway, CO2 => acetyl-CoA	Carbon Processing	CO2 Fixation	ag
K00195	cdhB; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit epsilon [RN:R07157]	Acetyl-CoA pathway, CO2 => acetyl-CoA	Carbon Processing	CO2 Fixation	ag
K00193	cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]	Acetyl-CoA pathway, CO2 => acetyl-CoA	Carbon Processing	CO2 Fixation	ag
K00197	cdhE; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245] [RN:R09096 R10219]	Acetyl-CoA pathway, CO2 => acetyl-CoA	Carbon Processing	CO2 Fixation	ag
K00194	cdhD; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245] [RN:R09096 R10219]	Acetyl-CoA pathway, CO2 => acetyl-CoA	Carbon Processing	CO2 Fixation	ag
K10944	particulate methane monooxygenase subunit A (pmoA) [EC:1.14.18.3]	Methane oxidation = methane => methanol	Carbon Processing	CH4 oxidation	ag
K10945	particulate methane monooxygenase subunit B (pmoB) [EC:1.14.18.3]	Methane oxidation = methane => methanol	Carbon Processing	CH4 oxidation	ag
K10946	particulate methane monooxygenase subunit C (pmoC) [EC:1.14.18.3]	Methane oxidation = methane => methanol	Carbon Processing	CH4 oxidation	ag
K16157	soluble methane monooxygenase hydroxylase alpha subunit (mmoX) [EC:1.14.13.25]	Methane oxidation = methane => methanol	Carbon Processing	CH4 oxidation	ag
K16158	soluble methane monooxygenase hydroxylase beta subunit (mmoY) [EC:1.14.13.25]	Methane oxidation = methane => methanol	Carbon Processing	CH4 oxidation	ag
K16159	soluble methane monooxygenase hydroxylase gamma subunit (mmoZ) [EC:1.14.13.25]	Methane oxidation = methane => methanol	Carbon Processing	CH4 oxidation	ag
K16160	soluble methane monooxygenase component B (mmoB) [EC:1.14.13.25]	Methane oxidation = methane => methanol	Carbon Processing	CH4 oxidation	ag
K16161	soluble methane monooxygenase reductase component (mmoC) [EC:1.14.13.25]	Methane oxidation = methane => methanol	Carbon Processing	CH4 oxidation	ag
K16162	soluble methane monooxygenase regulatory protein (mmoD) [EC:1.14.13.25]	Methane oxidation = methane => methanol	Carbon Processing	CH4 oxidation	ag	CAZY
GH94	GH94 cellobiose phosphorylase (EC:2.4.1.20); laminaribiose phosphorylase (EC:2.4.1.31); cellodextrin phosphorylase (EC:2.4.1.49); chitobiose phosphorylase (EC:2.4.1.-); cyclic beta-1,2-glucan synthase (EC:2.4.1.-); cellobionic acid phosphorylase (EC:2.4.1.321); beta-1,2-oligoglucan phosphorylase (EC:2.4.1.-)	Glycoside Hydrolases	Carbon Processing	Cellulose degradation	ag	CAZY
