topic_ecosystem	module	gene_id	gene_description
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01658	trpG; anthranilate synthase component II [EC:4.1.3.27]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01997	livH; branched-chain amino acid transport system permease protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01998	livM; branched-chain amino acid transport system permease protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01999	livK; branched-chain amino acid transport system substrate-binding protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K02033	ABC.PE.P; peptide/nickel transport system permease protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K02034	ABC.PE.P1; peptide/nickel transport system permease protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K02053	ABC.SP.P; putative spermidine/putrescine transport system permease protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K02054	ABC.SP.P1; putative spermidine/putrescine transport system permease protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K02055	ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07173	luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K10556	lsrC; AI-2 transport system permease protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K10557	lsrD; AI-2 transport system permease protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K10558	lsrA, ego; AI-2 transport system ATP-binding protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11752	ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15580	oppA, mppA; oligopeptide transport system substrate-binding protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15581	oppB; oligopeptide transport system permease protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15582	oppC; oligopeptide transport system permease protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20490	nisF, spaF, cprA, epiF; lantibiotic transport system ATP-binding protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20491	nisE, spaE, cprB, epiE; lantibiotic transport system permease protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20492	nisG, spaG, cprC; lantibiotic transport system permease protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20494	epiG; lantibiotic transport system permease protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01835	pgm; phosphoglucomutase [EC:5.4.2.2]
