topic_ecosystem	module	gene_id	gene_description
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	bfrA	bfrA, bacterioferritin
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	dpr-dps	dpr-dps, Sequesters Fe(II), binds and oxidizes to Fe(III)
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	dpsA	dpsA, Stress response, iron-binding protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	pfr	pfr, ferritin
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	yqjH	yqjH, ferric-chelate reductase (NADPH)
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	ideR	ideR, Mn-dependent transcriptional regulator
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	pmrA	pmrA, Transcriptional regulator protein; two component system
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	pmrB	pmrB, Sensor protein; two component system
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	fbpA	fbpA, iron(III) transport system substrate-binding protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	fbpB	fbpB, iron(III) transport system permease protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	fbpC	fbpC, iron(III) transport system ATP-binding protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	fieF-yiip	fieF-yiip, ferrous-iron efflux pump FieF
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	fptA	fptA, outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	mntH-yfeB	mntH-yfeB, manganese transport protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	nia	nia, energy-coupling factor transport system ATP-binding protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	pmrC	pmrC, Membrane protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	ybtP	ybtP, ATP-binding cassette, subfamily B, bacterial
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	ybtQ	ybtQ, ATP-binding cassette, subfamily B, bacterial
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	yfeA	yfeA, manganese/iron transport system substrate-binding protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	yfeB	yfeB, manganese/iron transport system ATP-binding protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	yfeC	yfeC, manganese/iron transport system permease protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	yfeD	yfeD, manganese/iron transport system permease protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	K07224	iron uptake system component EfeO
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	pbrR	pbrR, Transcription factor, regulator
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	pbrT	pbrT, Pb(II) uptake protein; membrane transporter
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	K03101	signal peptidase II
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	mgtA	mgtA, P-type Mg2+ transporter
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	K06213	magnesium transporter
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	mntR	mntR, manganese transport regulator
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	ctpC	ctpC, manganese-transporting P-type ATPase C
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	mntA-ytgA	mntA-ytgA, manganese/zinc/iron transport system substrate-binding protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	mntP-yebN	mntP-yebN, manganese efflux pump family protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	merB	merB, alkylmercury lyase
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	merA	merA, mercuric reductase
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	merD	merD, mercuric resistance operon regulatory protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	merR	merR, mercuric resistance operon regulatory protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	merC	merC, mercuric ion transport protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	merE	merE, mercuric ion transport protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	merF	merF, mercuric ion transport protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	merP	merP, periplasmic mercuric ion binding protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	merT	merT, mercuric ion transport protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	nikR	nikR, CopG family transcriptional regulator, nickel-responsive regulator
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	nrsS	nrsS, Ni(II)-sensor and/or redox sensor kinase NrsS
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	K11330	Ni(II)-responsive and/or redox-responsive regulator NrsR
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	hupE	hupE, Nickel transporter; metal permease
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	nikA	nikA, nickel transport system substrate-binding protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	nikB	nikB, nickel transport system permease protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	nikC	nikC, nickel transport system permease protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	nikD	nikD, nickel transport system ATP-binding protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	nikE	nikE, nickel transport system ATP-binding protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	nixA	nixA, nickel/cobalt transporter (NiCoT) family protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	nrsA	nrsA, cation efflux system protein involved in nickel and cobalt tolerance
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	silF	silF, Silver cation efflux system; chaperone
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	silE	silE, Silver cation efflux system; binding protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	silP	silP, P-type Ag+ transporter
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	smtA	smtA, Zinc binding metallothionein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	zevA	zevA, Zinc binding protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	zraP	zraP, zinc resistance-associated protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	zinT-yodA	zinT-yodA, Periplasmic zinc (and cadmium) binding protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	zntR-yhdM	zntR-yhdM, Zn(II)-responsive regulator of zntA
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	zraR-hydH	zraR-hydH, two-component system, NtrC family, response regulator HydG
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	zraS-hydG	zraS-hydG, two-component system, NtrC family, sensor histidine kinase HydH
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	zur-yjbK	zur-yjbK, Fur family transcriptional regulator, zinc uptake regulator
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	K03709	Mn-dependent transcriptional regulator
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	mdtA	mdtA, membrane fusion protein, multidrug efflux system
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	mdtB	mdtB, multidrug efflux pump
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	mdtC	mdtC, multidrug efflux pump
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	troB	troB, manganese/zinc/iron transport system ATP- binding protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	zipB	zipB, zinc transporter, ZIP family
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	znuA-yebL	znuA-yebL, zinc transport system substrate-binding protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	znuB-yebI	znuB-yebI, zinc transport system permease protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	znuC-yebM	znuC-yebM, zinc transport system ATP-binding protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	K06042	precorrin-8X/cobalt-precorrin-8 methylmutase
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	K11708	manganese/zinc/iron transport system permease protein
Stress Tolerance-Metal	Heavy Metal resistance and detoxification	K11709	manganese/zinc/iron transport system permease protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	EC:2.3.1.184	LasI; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	EC:2.3.1.230	PqsBC; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	EC:3.1.2.32	PqsE; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	EC:4.4.1.21	LuxS; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K08321	LsrF; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K10912	LuxO; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K10914	Vfr; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K10915	CqsA; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11063	TcdB; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11216	LsrK; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11530	LsrG; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07678	GacS; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07706	AgrC; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07707	AgrA; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07782	SdiA; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K10909	LuxQ; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K10910	LuxP; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K10913	HapR; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K10941	FleQ; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11531	LsrR; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K16168	BpsB; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18000	PqsA; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18003	CdpR; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18304	LasR; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K19732	TraR; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K19733	SinR; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K19735	EsaI; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20272	TraM; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20334	CviR; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20918	VpsT; QuorumSensing
Social interactions	Social (quorom sensing, EPS, biofilm formation)	EC:2.4.1.125	GtfC; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K04333	CsgD; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K04336	CsgC; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06214	CsgG; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07668	VicR; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11931	PgaB; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K13654	McbR/YncC; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K13732	FnbpA; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K14192	ClfB; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K14201	ClfA; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K16440	GtfA; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20259	LecB/PA-IIL; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20541	BcsG; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20542	BcsG; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20951	Bap1; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20952	RbmC; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20953	RbmA; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21006	PelA; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21007	PelA; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21009	PelD; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21010	PelD; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21011	PelD; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K21012	PelD; EPS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K00494	luxA; alkanal monooxygenase alpha chain [EC:1.14.14.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01114	plc; phospholipase C [EC:3.1.4.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01218	gmuG; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01318	sspA; glutamyl endopeptidase [EC:3.4.21.19]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01364	speB; streptopain [EC:3.4.22.10]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01399	lasB; pseudolysin [EC:3.4.24.26]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01580	E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase [EC:4.1.1.15]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01635	lacD; tagatose 1,6-diphosphate aldolase [EC:4.1.2.40]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01728	pel; pectate lyase [EC:4.2.2.2]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K01897	ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K02250	comK; competence protein ComK
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K02251	comQ; competence protein ComQ
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K02252	comS; competence protein ComS
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K02253	comX; competence protein ComX
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K03070	secA; preprotein translocase subunit SecA [EC:7.4.2.8]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K03071	secB; preprotein translocase subunit SecB
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K03073	secE; preprotein translocase subunit SecE
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K03075	secG; preprotein translocase subunit SecG
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K03076	secY; preprotein translocase subunit SecY
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K03106	SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K03110	ftsY; fused signal recognition particle receptor
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K03210	yajC; preprotein translocase subunit YajC
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K03217	yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K03400	luxC; long-chain-fatty-acyl-CoA reductase [EC:1.2.1.50]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K03666	hfq; host factor-I protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06046	luxE; long-chain-fatty-acid---luciferin-component ligase [EC:6.2.1.19]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06352	phrA; phosphatase RapA inhibitor
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06353	phrC; phosphatase RapC regulator
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06354	phrE; phosphatase RapE regulator
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06355	phrF; phosphatase RapF regulator
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06356	phrG; phosphatase RapG regulator
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06358	phrK; phosphatase RapK regulator
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06359	rapA, spo0L; response regulator aspartate phosphatase A (stage 0 sporulation protein L) [EC:3.1.-.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06360	rapB; response regulator aspartate phosphatase B [EC:3.1.-.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06361	rapC; response regulator aspartate phosphatase C [EC:3.1.-.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06363	rapE; response regulator aspartate phosphatase E [EC:3.1.-.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06364	rapF; response regulator aspartate phosphatase F [EC:3.1.-.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06365	rapG; response regulator aspartate phosphatase G [EC:3.1.-.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06366	rapH; response regulator aspartate phosphatase H [EC:3.1.-.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06369	rapK; response regulator aspartate phosphatase K [EC:3.1.-.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06375	spo0B; stage 0 sporulation protein B (sporulation initiation phosphotransferase) [EC:2.7.-.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K06998	phzF; trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07344	trbL; type IV secretion system protein TrbL
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07645	qseC; two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07666	qseB; two-component system, OmpR family, response regulator QseB
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07680	comP; two-component system, NarL family, sensor histidine kinase ComP [EC:2.7.13.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07691	comA; two-component system, NarL family, competent response regulator ComA
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07692	degU; two-component system, NarL family, response regulator DegU
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07699	spo0A; two-component system, response regulator, stage 0 sporulation protein A
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07711	glrK, qseE; two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07715	glrR, qseF; two-component system, NtrC family, response regulator GlrR
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07781	rcsA; LuxR family transcriptional regulator, capsular biosynthesis positive transcription factor
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07800	agrD; AgrD protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K07813	agrB; accessory gene regulator B
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K08605	gelE; coccolysin [EC:3.4.24.30]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K08642	lasA; LasA protease [EC:3.4.24.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K08777	nprB; neutral peptidase B [EC:3.4.24.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K09823	zur; Fur family transcriptional regulator, zinc uptake regulator
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K09936	TC.BAT2; bacterial/archaeal transporter family-2 protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K10715	rpfC; two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K10911	luxU; two-component system, phosphorelay protein LuxU
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K10916	cqsS; two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS [EC:2.7.13.3 3.1.3.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K10917	aphA; PadR family transcriptional regulator, regulatory protein AphA
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11006	stxA; shiga toxin subunit A
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11007	stxB; shiga toxin subunit B
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11031	slo; thiol-activated cytolysin
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11033	nheA; non-hemolytic enterotoxin A
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11034	nheBC; non-hemolytic enterotoxin B/C
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11035	hblAB; hemolysin BL binding component
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11036	hblC; hemolysin BL lytic component L2
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11037	hblD; hemolysin BL lytic component L1
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K11039	hld; delta-hemolysin
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K12257	secDF; SecD/SecF fusion protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K12292	comA; ATP-binding cassette, subfamily C, bacterial, competence factor transporting protein [EC:3.4.22.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K12293	comB; competence factor transport accessory protein ComB
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K12294	comD; two-component system, LytTR family, sensor histidine kinase ComD [EC:2.7.13.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K12295	comE; two-component system, LytTR family, response regulator ComE
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K12296	comX1_2; competence protein ComX
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K12415	comC; competence-stimulating peptide
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K12789	tccP; Tir-cytoskeleton coupling protein
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K12990	rfbF, rhlC; rhamnosyltransferase [EC:2.4.1.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K13060	lasI; acyl homoserine lactone synthase [EC:2.3.1.184]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K13061	rhlI, phzI, solI, cepI, tofI; acyl homoserine lactone synthase [EC:2.3.1.184]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K13062	ainS, luxM; acyl homoserine lactone synthase [EC:2.3.1.184]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K13063	phzE; 2-amino-4-deoxychorismate synthase [EC:2.6.1.86]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K13075	ahlD, aiiA, attM, blcC; N-acyl homoserine lactone hydrolase [EC:3.1.1.81]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K13815	rpfG; two-component system, response regulator RpfG
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K13816	rpfF; DSF synthase
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K14051	gmr, pdeR; c-di-GMP phosphodiesterase Gmr [EC:3.1.4.52]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K14645	K14645; serine protease [EC:3.4.21.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K14982	ciaH; two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K14983	ciaR; two-component system, OmpR family, response regulator CiaR
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15654	srfAA, licA, lchAA; surfactin/lichenysin synthetase A
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15655	srfAB, licB, lchAB; surfactin/lichenysin synthetase B
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15656	srfAC, licC, lchAC; surfactin/lichenysin synthetase C
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15657	srfATE, srfAD, lchAD; external thioesterase TEII
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15850	luxN; two-component system, autoinducer 1 sensor kinase/phosphatase LuxN [EC:2.7.13.3 3.1.3.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15851	qrr; quorum regulatory RNA Qrr
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15852	luxR, vanR; LuxR family transcriptional regulator, transcriptional activator of the bioluminescence operon
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15853	luxD; acyl transferase [EC:2.3.1.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K15854	luxB; alkanal monooxygenase beta chain [EC:1.14.14.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K16619	plc, cpa; phospholipase C / alpha-toxin [EC:3.1.4.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K17940	pqsH; 2-heptyl-3-hydroxy-4(1H)-quinolone synthase [EC:1.14.13.182]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18001	pqsB; 2-heptyl-4(1H)-quinolone synthase subunit PqsB [EC:2.3.1.230]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18002	pqsC; 2-heptyl-4(1H)-quinolone synthase subunit PqsC [EC:2.3.1.230]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18096	bjaI, rpaI, braI, rhiI; acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18098	bjaR1, rpaR, rhiR; LuxR family transcriptional regulator, quorum-sensing system regulator BjaR1
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18099	rhlR, phzR; LuxR family transcriptional regulator, quorum-sensing system regulator RhlR
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18100	rhlA; rhamnosyltransferase subunit A [EC:2.4.1.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18101	rhlB; rhamnosyltransferase subunit B [EC:2.4.1.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18139	oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18306	mexH; membrane fusion protein, multidrug efflux system
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18307	mexI; multidrug efflux pump
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18315	cpmC, carC; (5R)-carbapenem-3-carboxylate synthase [EC:1.14.20.3]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18316	cpmA, carA; carbapenam-3-carboxylate synthase [EC:6.3.3.6]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18317	cpmB, carB; carboxymethylproline synthase [EC:2.3.1.226]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18318	cpmD, carD; carbapenem biosynthesis protein, putative proline dehydrogenase [EC:1.5.-.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K18319	cpmE, carE; carbapenem biosynthesis protein CpmE
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K19666	solR, cepR, tofR; LuxR family transcriptional regulator, quorum-sensing system regulator SolR
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K19731	cciR; LuxR family transcriptional regulator, quorum-sensing system regulator CciR
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K19734	expR; LuxR family transcriptional regulator, quorum-sensing system regulator ExpR
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20086	vioA; tryptophan oxidase VioA [EC:1.4.3.-]
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20087	vioB; violacein biosynthesis protein VioB
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20088	vioE; violacein biosynthesis protein VioE
Social interactions	Social (quorom sensing, EPS, biofilm formation)	K20089	vioD; protodeoxyviolaceinate monooxygenase [EC:1.14.13.217]
